,genres,release_date,item_id
88535,"['Action', 'Indie']",2009,26006
88536,"['Action', 'Indie']",2009,26005
88537,"['Casual', 'Indie']",2009,11330
88538,['Indie'],2009,27800
88539,"['Simulation', 'Strategy']",2009,9850
88540,['Casual'],2009,3600
88541,"['RPG', 'Massively Multiplayer']",2006,29580
88542,"['RPG', 'Massively Multiplayer']",2005,29540
88543,"['RPG', 'Massively Multiplayer']",2006,29560
88544,"['Massively Multiplayer', 'RPG']",2008,29570
88545,['Casual'],2009,23700
88546,['Casual'],2009,16060
88547,['RPG'],2009,1930
88548,['Strategy'],2009,18470
88549,"['Action', 'Adventure', 'RPG']",2009,7510
88550,"['Action', 'Indie']",2009,22200
88551,['Indie'],2009,26007
88552,"['RPG', 'Strategy']",2008,25900
88553,"['Casual', 'Simulation']",2009,16200
88554,['Racing'],2009,7840
88555,"['RPG', 'Strategy']",2005,8890
88556,"['RPG', 'Strategy']",2002,8880
88557,"['Indie', 'Simulation', 'Strategy']",2009,34500
88558,"['Action', 'Simulation']",2009,1280
88559,"['Action', 'Adventure']",2009,10150
88560,"['Adventure', 'Indie']",0,29160
88561,['Strategy'],2004,12470
88562,Sin dato,2006,22340
88563,['RPG'],2007,22330
88564,['RPG'],2002,22320
88565,Sin dato,2009,900883
88566,['Adventure'],2007,12440
88567,['Simulation'],1999,32710
88568,['Simulation'],1998,32740
88569,['Strategy'],2008,12460
88570,['Action'],2009,21980
88571,['Adventure'],2007,31860
88572,['Adventure'],2006,31900
88573,['Adventure'],2008,31920
88574,['Adventure'],2007,31930
88575,"['Casual', 'Indie']",2008,35800
88576,"['Simulation', 'Sports']",2009,12690
88577,['Adventure'],2009,31170
88578,['Action'],2009,21660
88579,"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']",2007,6080
88580,['Adventure'],1992,6010
88581,['Action'],2003,6090
88582,['Action'],2005,6060
88583,['Adventure'],1989,32310
88584,"['Action', 'Adventure']",2008,32330
88585,['Adventure'],2009,32360
88586,['Strategy'],2008,35300
88587,"['Action', 'Racing']",2009,35310
88588,['Adventure'],2009,31980
88589,['Adventure'],2009,31990
88590,['Sports'],2006,10140
88591,['Adventure'],2006,10100
88592,['Action'],2007,10130
88593,['Adventure'],2006,10110
88594,['Action'],2009,1256
88595,"['Action', 'Casual']",2008,10120
88596,"['Simulation', 'Strategy']",2009,33520
88597,['Casual'],2009,3610
88598,['Action'],2008,21680
88599,"['Action', 'Adventure']",2009,21670
88600,['Action'],2009,21030
88601,"['Action', 'Indie']",2009,36000
88602,"['Adventure', 'RPG']",2003,32370
88603,"['Indie', 'Casual']",2009,29180
88604,['RPG'],1998,38410
88605,['Strategy'],2001,38420
88606,['Action'],1999,38430
88607,Sin dato,2000,38440
88608,"['Action', 'Adventure']",2009,35050
88609,['Adventure'],2009,31180
88610,['Casual'],2009,37960
88611,['Casual'],2009,38000
88612,"['Adventure', 'Indie']",2009,37400
88613,['Action'],2005,13570
88614,"['Action', 'Racing']",2009,11390
88615,['Strategy'],2009,34420
88616,['Simulation'],2009,43100
88617,['Simulation'],2009,33730
88618,"['Action', 'Adventure']",2009,35000
88619,['Casual'],2009,39392
88620,['Casual'],1999,39391
88621,"['Adventure', 'Casual', 'Indie']",2009,37600
88622,['Simulation'],2009,24029
88623,"['Adventure', 'Casual']",2009,32140
88624,['Adventure'],2009,31190
88625,['Action'],2009,32770
88626,['Simulation'],2009,208306
88627,['Simulation'],2009,37300
88628,['Simulation'],2009,208300
88629,['RPG'],2009,40300
88630,['Casual'],2009,35070
88631,['Strategy'],2009,10606
88632,"['Adventure', 'Indie']",2009,40700
88633,['Action'],2007,24840
88634,['Racing'],2009,24870
88635,['RPG'],2009,41500
88636,['Strategy'],2009,24800
88637,['Strategy'],2009,901735
88638,['Strategy'],2009,42800
88639,['Action'],2009,39560
88640,"['RPG', 'Strategy']",2009,39550
88641,['Adventure'],2009,40330
88642,['Strategy'],2009,40320
88643,['Adventure'],2009,31200
88644,['Strategy'],2009,3130
88645,"['Action', 'Indie']",2009,41100
88646,"['Action', 'RPG']",2009,39540
88647,['Strategy'],2005,34640
88648,['Strategy'],2003,34630
88649,Sin dato,2009,42200
88650,"['Action', 'Indie']",2009,41000
88651,['Adventure'],2009,40340
88652,['RPG'],2009,17450
88653,"['Action', 'RPG', 'Indie']",2009,37100
88654,"['Indie', 'Casual']",2009,37500
88655,['Strategy'],2009,42810
88656,['Action'],2009,10180
88657,['Adventure'],2009,32440
88658,['RPG'],2007,11450
88659,['RPG'],2008,12710
88660,['Strategy'],2007,24790
88661,"['Indie', 'Casual']",2008,29120
88662,['Strategy'],2009,24810
88663,"['Indie', 'Simulation', 'Strategy']",2009,41800
88664,['Simulation'],2009,45300
88665,"['Action', 'Adventure', 'RPG']",2005,41900
88666,['Action'],2009,35420
88667,['Action'],2009,32430
88668,Sin dato,2009,25806
88669,['RPG'],2009,22370
88670,"['Strategy', 'Indie', 'Simulation']",2009,41802
88671,['Simulation'],2007,38080
88672,['Simulation'],2008,38090
88673,['Simulation'],2009,38100
88674,"['Casual', 'Simulation']",2009,38070
88675,['Casual'],2009,38210
88676,"['Action', 'Adventure']",2008,45700
88677,"['Action', 'Indie', 'RPG']",2010,46410
88678,['Simulation'],2009,38110
88679,"['Action', 'Free to Play', 'Indie']",2010,17570
88680,['Casual'],2008,38130
88681,['Casual'],2010,38160
88682,['Casual'],2009,38150
88683,['Casual'],2007,38120
88684,['Casual'],2009,38140
88685,['Casual'],2010,36300
88686,"['Strategy', 'Casual']",2010,36310
88687,"['Adventure', 'Casual']",2010,36320
88688,['Strategy'],2010,37030
88689,['Adventure'],2010,32450
88690,['Sports'],2010,34180
88691,"['Action', 'Indie', 'Racing']",2010,44100
88692,['Strategy'],2010,25960
88693,['Action'],2010,46250
88694,['Casual'],2007,38180
88695,['Action'],2010,10695
88696,"['Action', 'Indie']",2001,41050
88697,['Simulation'],2010,24055
88698,"['Action', 'RPG']",2010,48700
88699,['Action'],2010,39900
88700,"['Action', 'Indie']",2010,49900
88701,['Action'],2010,42120
88702,['Action'],2010,12220
88703,"['Action', 'Adventure']",2010,45730
88704,['Indie'],2010,45400
88705,"['Action', 'Casual', 'Indie']",2010,49600
88706,['Adventure'],2010,901399
88707,"['Simulation', 'Strategy']",2010,43500
88708,['Simulation'],2010,45302
88709,"['Adventure', 'Indie']",2010,40930
88710,['Action'],2003,39640
88711,['Action'],2001,39630
88712,"['Casual', 'Indie']",2010,23150
88713,['Casual'],2006,50940
88714,"['Casual', 'Indie']",2008,50920
88715,['Strategy'],2010,34178
88716,['Casual'],2008,37340
88717,['Casual'],2009,37390
88718,['Casual'],2009,37310
88719,['Casual'],2007,37360
88720,['Casual'],2009,49000
88721,['Casual'],2010,37330
88722,['Casual'],2008,37320
88723,['Casual'],2007,37370
88724,['Casual'],2009,37380
88725,"['Action', 'Adventure', 'Casual']",2010,19080
88726,"['Action', 'Indie']",2008,31700
88727,"['Action', 'Adventure']",2010,19030
88728,['Indie'],2010,50820
88729,"['Action', 'Indie']",2010,49800
88730,['Casual'],2010,33650
88731,"['Action', 'Adventure']",2010,901478
88732,"['Casual', 'Indie']",2010,33660
88733,['Action'],2010,34281
88734,['Action'],2010,34272
88735,"['Action', 'Adventure', 'Casual', 'RPG']",2010,34270
88736,['Action'],2010,34276
88737,['Action'],2010,34274
88738,['Strategy'],2010,34275
88739,['Action'],2010,34277
88740,['Action'],2010,34273
88741,['Action'],2010,34280
88742,Sin dato,2010,34278
88743,['Action'],2010,34282
88744,['Action'],2010,34279
88745,"['Action', 'RPG']",2010,34010
88746,['Action'],2010,22610
88747,['RPG'],2010,22440
88748,"['Strategy', 'Indie']",2010,18508
88749,['RPG'],2010,22430
88750,['RPG'],2010,22410
88751,['RPG'],2010,22420
88752,['Action'],2010,630
88753,['RPG'],2010,22400
88754,"['Simulation', 'Strategy']",2003,24780
88755,"['Strategy', 'RPG']",2010,33670
88756,"['Casual', 'Indie']",2010,40420
88757,"['Action', 'Casual', 'Indie']",2010,34920
88758,['Strategy'],2010,48136
88759,['RPG'],2008,46720
88760,['Action'],2010,28000
88761,"['Simulation', 'Strategy']",2010,39680
88762,['Strategy'],2010,25962
88763,['Simulation'],2010,24634
88764,['Strategy'],2010,63900
88765,['Action'],2011,50130
88766,['Simulation'],2010,24075
88767,"['RPG', 'Casual']",2010,47540
88768,['Action'],2010,50510
88769,['Indie'],2010,25760
88770,['Indie'],2010,25763
88771,['Indie'],2010,25762
88772,['Indie'],2010,25764
88773,['Strategy'],2010,42980
88774,['Simulation'],2010,48800
88775,['Strategy'],2010,22600
88776,"['Indie', 'Simulation', 'Strategy']",2010,46770
88777,"['Action', 'Simulation', 'Strategy']",2010,65700
88778,['Strategy'],2010,42960
88779,Sin dato,2010,27930
88780,['Indie'],2010,25761
88781,['Action'],2010,28010
88782,['Action'],2010,28012
88783,['Simulation'],2010,24640
88784,['Action'],2010,28011
88785,['Strategy'],2002,4850
88786,['Adventure'],2010,57640
88787,['Casual'],2010,62100
88788,['Action'],2010,50145
88789,['Action'],2010,34841
88790,"['Action', 'Indie']",2010,70300
88791,['Strategy'],2010,48137
88792,"['Action', 'Adventure', 'Indie']",2010,57300
88793,"['RPG', 'Indie']",2010,70400
88794,"['Action', 'Casual', 'Indie']",2010,46600
88795,"['Action', 'Simulation']",2010,34314
88796,['Action'],2010,34310
88797,['Simulation'],2010,70100
88798,"['Indie', 'Simulation']",2010,70110
88799,"['Casual', 'Indie']",2010,38600
88800,['Strategy'],2010,57620
88801,['Action'],2010,34284
88802,"['RPG', 'Strategy']",2010,63910
88803,['Simulation'],2010,24082
88804,['Strategy'],2010,8930
88805,['Strategy'],2010,49310
88806,"['Action', 'Indie']",2002,41060
88807,"['Indie', 'Strategy']",2010,70900
88808,"['Action', 'Adventure']",2010,9940
88809,['Action'],2010,22650
88810,['Action'],2010,901553
88811,"['Action', 'Adventure']",2010,50620
88812,"['Simulation', 'Strategy']",1999,2840
88813,['Strategy'],2010,42920
88814,"['Action', 'RPG', 'Massively Multiplayer']",2007,29700
88815,"['Simulation', 'Strategy']",2000,2850
88816,"['RPG', 'Strategy']",0,61510
88817,"['Adventure', 'Casual', 'Simulation']",2010,70200
88818,"['Adventure', 'Casual', 'Indie', 'Simulation']",2010,70210
88819,"['RPG', 'Strategy']",0,61520
88820,"['RPG', 'Strategy']",0,61500
88821,['Action'],2010,47790
88822,"['Indie', 'RPG', 'Strategy']",2010,46450
88823,"['Action', 'Adventure']",2010,45750
88824,"['Adventure', 'Casual', 'Indie']",2010,57800
88825,"['Action', 'RPG']",2010,22380
88826,"['Action', 'Casual', 'Indie']",2010,67000
88827,"['Adventure', 'Indie']",2010,80300
88828,"['Indie', 'Racing']",2010,50000
88829,['Strategy'],2010,16868
88830,"['Action', 'Indie', 'RPG']",2010,18040
88831,"['Action', 'Simulation']",2010,71115
88832,['Casual'],2010,34317
88833,['RPG'],2010,71114
88834,['Action'],2010,71112
88835,"['Action', 'Adventure']",2010,71113
88836,Sin dato,2010,71111
88837,Sin dato,2010,71110
88838,['Adventure'],2010,34319
88839,Sin dato,2010,34318
88840,['Action'],2010,34316
88841,['Action'],2010,34315
88842,"['Action', 'Indie']",2010,6120
88843,"['Action', 'Adventure', 'Indie']",2010,35460
88844,['Action'],2010,32500
88845,"['Action', 'Casual']",2010,62000
88846,"['RPG', 'Simulation', 'Strategy']",2010,33570
88847,"['Action', 'Casual', 'Indie']",2010,63700
88848,"['Simulation', 'Strategy']",2010,46362
88849,['Casual'],2010,49320
88850,"['Adventure', 'Indie']",2010,72400
88851,['Strategy'],2010,42964
88852,['Action'],2010,43011
88853,['Action'],2010,33980
88854,['Casual'],2009,65710
88855,['Adventure'],2010,33990
88856,"['Casual', 'Indie']",2007,33950
88857,"['Strategy', 'Indie']",2010,65400
88858,['Action'],2010,42700
88859,"['Indie', 'Casual']",2010,38923
88860,"['Casual', 'Indie']",2010,72500
88861,"['Action', 'Adventure', 'Strategy']",2010,15740
88862,"['Indie', 'Casual']",2010,38924
88863,"['Action', 'Adventure', 'Strategy']",2010,15750
88864,"['Casual', 'Indie']",2010,45500
88865,['Adventure'],2010,31290
88866,['Action'],2002,12100
88867,['Action'],2005,12120
88868,"['Action', 'Adventure']",2011,35135
88869,"['Action', 'Adventure']",2011,35137
88870,"['Action', 'Adventure']",2011,35138
88871,"['Action', 'Adventure']",2011,35136
88872,['Action'],2003,12110
88873,"['Action', 'Indie']",2011,33390
88874,"['Action', 'Indie']",2011,92300
88875,"['Action', 'Indie', 'Strategy']",2011,80000
88876,['Action'],2011,47780
88877,"['Adventure', 'Casual']",2011,51060
88878,['Adventure'],2011,65080
88879,Sin dato,2011,71168
88880,"['Action', 'Strategy', 'Indie', 'Sports']",2011,63200
88881,"['Action', 'Adventure', 'Casual']",2011,60340
88882,['Action'],2011,71116
88883,['RPG'],2011,71161
88884,['RPG'],2011,71119
88885,['RPG'],2011,71118
88886,['Action'],2011,71117
88887,['Adventure'],2011,71166
88888,['Action'],2011,71165
88889,"['Action', 'Adventure']",2011,71163
88890,['Action'],2011,71164
88891,Sin dato,2011,71162
88892,['RPG'],2011,71160
88893,['RPG'],2011,71120
88894,['Simulation'],2009,47890
88895,['Simulation'],2011,48802
88896,['Simulation'],2010,47896
88897,['Simulation'],2009,47892
88898,['Simulation'],2010,47894
88899,['Simulation'],2010,47893
88900,['Simulation'],2010,47895
88901,"['Casual', 'Indie']",2011,42000
88902,['Casual'],2011,47570
88903,['Simulation'],2011,47897
88904,"['Action', 'Casual', 'Indie']",2011,57700
88905,"['Adventure', 'Casual']",2011,63660
88906,['Strategy'],2011,90504
88907,['RPG'],2011,7520
88908,['Casual'],2011,99200
88909,['Racing'],0,9930
88910,['RPG'],2011,24449
88911,"['Strategy', 'Indie', 'Simulation']",2011,41814
88912,['Strategy'],2011,42925
88913,"['RPG', 'Strategy']",2011,57650
88914,"['Indie', 'Strategy']",2011,40407
88915,['RPG'],2011,33770
88916,['Strategy'],2011,47800
88917,"['Casual', 'Strategy']",2011,18408
88918,"['Action', 'Indie']",2011,63710
88919,['Action'],2011,55100
88920,"['Casual', 'Indie', 'Simulation', 'Strategy']",2011,80200
88921,['Indie'],2011,92400
88922,Sin dato,2011,56436
88923,['Strategy'],2011,56435
88924,['Strategy'],2011,56433
88925,['Strategy'],2011,56432
88926,['Strategy'],2011,56431
88927,"['Free to Play', 'Massively Multiplayer', 'RPG']",2013,39120
88928,['Strategy'],2011,56437
88929,"['Indie', 'Casual']",2011,94000
88930,['Strategy'],2011,56434
88931,['Action'],2011,92700
88932,['Simulation'],2011,73012
88933,['Simulation'],2011,48803
88934,['Strategy'],2011,56536
88935,['Racing'],2011,44620
88936,"['Action', 'Indie', 'Strategy']",2011,91200
88937,['Strategy'],2010,46790
88938,['Strategy'],2011,73170
88939,"['Strategy', 'RPG']",2011,57655
88940,"['Action', 'Indie']",2011,70000
88941,['Strategy'],2011,57730
88942,"['Action', 'Adventure']",2011,620
88943,"['Action', 'RPG']",2011,42918
88944,"['Action', 'Casual', 'Indie', 'Strategy']",2011,91600
88945,['Strategy'],2011,73020
88946,['Strategy'],2011,56482
88947,['Strategy'],2011,56438
88948,['Strategy'],2011,56481
88949,"['Indie', 'Strategy']",2011,98200
88950,['Strategy'],2011,56480
88951,"['Adventure', 'Indie', 'RPG']",2011,72905
88952,"['Action', 'Adventure']",2011,22450
88953,"['Adventure', 'Casual', 'Indie']",2011,42140
88954,['Simulation'],2011,47898
88955,['Simulation'],2011,73181
88956,"['Action', 'RPG']",2011,73031
88957,"['Action', 'Adventure']",2011,9992
88958,['Adventure'],2009,46490
88959,['Adventure'],2005,46480
88960,['Action'],2011,42718
88961,"['Action', 'RPG']",2011,39160
88962,['Action'],2011,57900
88963,"['Action', 'Free to Play']",2011,102700
88964,"['Free to Play', 'Massively Multiplayer', 'RPG']",2009,9880
88965,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2011,99900
88966,['Strategy'],2011,22520
88967,['Simulation'],2011,73014
88968,['Strategy'],2011,7530
88969,['Indie'],2011,95700
88970,['Strategy'],2011,49470
88971,"['Indie', 'Casual']",2011,91810
88972,"['Action', 'Casual', 'Indie']",2011,49604
88973,"['Strategy', 'Indie']",2011,98210
88974,"['Indie', 'Casual']",2011,97000
88975,['Strategy'],2011,46760
88976,['Strategy'],2011,46830
88977,"['Action', 'RPG']",2011,73035
88978,['Strategy'],2011,46840
88979,['Action'],2011,21100
88980,"['Action', 'RPG']",2011,73037
88981,"['Action', 'RPG']",2011,73036
88982,['Simulation'],2011,24635
88983,"['Action', 'RPG']",2011,901679
88984,['Strategy'],2011,25810
88985,"['Action', 'RPG']",2011,99100
88986,['Racing'],2011,44660
88987,['Simulation'],2011,90209
88988,['Strategy'],2011,25809
88989,['Strategy'],2011,42903
88990,['Strategy'],2011,22631
88991,['Strategy'],2011,22634
88992,['Strategy'],2011,22633
88993,"['Strategy', 'RPG']",2011,57656
88994,['Strategy'],2011,22632
88995,"['Adventure', 'Casual']",2011,94590
88996,['Action'],2011,35425
88997,['Strategy'],2011,73192
88998,"['Action', 'Adventure', 'Indie']",2011,105700
88999,"['Action', 'RPG']",2011,72750
89000,['Strategy'],2011,56538
89001,['Simulation'],2011,63950
89002,"['Indie', 'Casual']",2011,61100
89003,['Simulation'],2011,65228
89004,['Action'],2011,55205
89005,"['Adventure', 'Indie', 'RPG']",2011,102200
89006,['Strategy'],2011,64013
89007,"['Action', 'Indie']",2011,15522
89008,"['Adventure', 'Strategy', 'RPG', 'Indie']",2011,63802
89009,"['Action', 'Indie']",2011,92302
89010,['Simulation'],2011,73183
89011,['Adventure'],2010,42210
89012,"['Action', 'Simulation', 'Strategy']",2011,65790
89013,"['Casual', 'Indie']",2011,92803
89014,"['Simulation', 'Strategy']",2011,57690
89015,['Adventure'],2011,42220
89016,['Adventure'],2010,42230
89017,"['Indie', 'Casual']",2011,111000
89018,['Strategy'],2011,73193
89019,"['Action', 'Indie']",2011,38740
89020,['Strategy'],2011,99612
89021,['Strategy'],2011,99614
89022,['Indie'],2011,91604
89023,['Indie'],2011,70120
89024,"['Action', 'Indie', 'RPG', 'Strategy']",2011,107200
89025,['Action'],2011,97108
89026,['Action'],2011,97106
89027,['Action'],2011,97107
89028,['Strategy'],2011,56487
89029,"['Action', 'RPG']",2011,72760
89030,"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy']",2011,99910
89031,"['Action', 'Adventure', 'RPG']",2011,18070
89032,['Action'],2011,55150
89033,['Strategy'],2011,63940
89034,"['Action', 'Indie']",2012,98400
89035,['Strategy'],2011,73194
89036,"['Action', 'Indie']",2011,46520
89037,"['Action', 'Indie', 'Racing', 'Strategy']",2011,22230
